File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MYD21A2_006_LST_Night_1KM_doy2005217_aid0001,LST_Night_1KM,aid0001,2005-08-05,38646.0,276.68,311.2,"(276.68,311.2)",287.9224096,5.4661305,29.8785826,291.28,302.06,286.52,276.68,283.78
MYD21A2_006_LST_Night_1KM_doy2005225_aid0001,LST_Night_1KM,aid0001,2005-08-13,38639.0,270.44,313.3,"(270.44,313.3)",285.3081829,5.5719662,31.046807,288.86,299.36,283.86,270.44,281.1
MYD21A2_006_LST_Night_1KM_doy2005233_aid0001,LST_Night_1KM,aid0001,2005-08-21,38646.0,274.84,310.04,"(274.84,310.04)",286.4664581,4.900087,24.0108524,289.66,299.96,285.64,274.84,282.76
MYD21A2_006_LST_Night_1KM_doy2005241_aid0001,LST_Night_1KM,aid0001,2005-08-29,38646.0,273.16,304.6,"(273.16,304.6)",284.7234674,4.760302,22.6604747,287.6,296.6,283.78,273.16,281.16
MYD21A2_006_LST_Night_1KM_doy2005249_aid0001,LST_Night_1KM,aid0001,2005-09-06,38639.0,272.24,296.46,"(272.24,296.46)",282.9571174,4.9472676,24.4754566,285.72,295.34,281.82,272.24,279.3
MYD21A2_006_LST_Night_1KM_doy2005257_aid0001,LST_Night_1KM,aid0001,2005-09-14,38642.0,269.32,312.12,"(269.32,312.12)",279.8076419,4.969112,24.6920738,282.24,291.08,278.6,269.32,276.34
MYD21A2_006_LST_Night_1KM_doy2005265_aid0001,LST_Night_1KM,aid0001,2005-09-22,38642.0,267.08,292.44,"(267.08,292.44)",279.0700787,4.5213462,20.4425711,281.14,289.02,278.08,269.5,275.88
MYD21A2_006_LST_Night_1KM_doy2005273_aid0001,LST_Night_1KM,aid0001,2005-09-30,38620.0,265.36,307.3,"(265.36,307.3)",276.7878871,4.4141415,19.4846454,278.06,284.12,276.06,267.96,274.02
MYD21A2_006_LST_Night_1KM_doy2005281_aid0001,LST_Night_1KM,aid0001,2005-10-08,38613.0,267.12,288.62,"(267.12,288.62)",276.9763909,3.9357603,15.490209,278.72,285.34,276.26,268.1,274.3
MYD21A2_006_LST_Night_1KM_doy2005289_aid0001,LST_Night_1KM,aid0001,2005-10-16,38577.0,267.24,307.18,"(267.24,307.18)",276.476586,4.41195,19.4653031,278.62,286.56,275.34,267.24,273.32
MYD21A2_006_LST_Night_1KM_doy2005297_aid0001,LST_Night_1KM,aid0001,2005-10-24,38559.0,265.76,288.18,"(265.76,288.18)",275.8212448,4.2489638,18.0536931,277.5,284.34,275.26,266.1,272.94
MYD21A2_006_LST_Night_1KM_doy2005305_aid0001,LST_Night_1KM,aid0001,2005-11-01,33267.0,254.48,287.04,"(254.48,287.04)",275.1833805,3.9924148,15.9393759,276.98,284.12,274.36,266.06,272.22
MYD21A2_006_LST_Night_1KM_doy2005313_aid0001,LST_Night_1KM,aid0001,2005-11-09,24233.0,250.82,283.8,"(250.82,283.8)",268.3804077,5.7768053,33.3714791,269.58,276.26,267.66,258.48,265.12
MYD21A2_006_LST_Night_1KM_doy2005321_aid0001,LST_Night_1KM,aid0001,2005-11-17,35481.0,258.58,281.4,"(258.58,281.4)",268.8740932,3.7844376,14.3219679,270.18,275.34,268.26,261.58,266.74
MYD21A2_006_LST_Night_1KM_doy2005329_aid0001,LST_Night_1KM,aid0001,2005-11-25,17131.0,245.72,280.48,"(245.72,280.48)",266.7535427,4.596579,21.1285384,268.84,274.68,266.7,259.1,264.94
MYD21A2_006_LST_Night_1KM_doy2005337_aid0001,LST_Night_1KM,aid0001,2005-12-03,19715.0,240.56,278.0,"(240.56,278.0)",252.4730378,6.029603,36.3561124,253.6,260.74,250.94,241.76,248.83
MYD21A2_006_LST_Night_1KM_doy2005345_aid0001,LST_Night_1KM,aid0001,2005-12-11,27004.0,246.6,276.0,"(246.6,276.0)",258.2999245,3.5979908,12.9455379,260.78,268.1,258.0,248.58,255.9
MYD21A2_006_LST_Night_1KM_doy2005353_aid0001,LST_Night_1KM,aid0001,2005-12-19,16033.0,232.78,273.44,"(232.78,273.44)",261.6709275,4.5784857,20.9625312,264.9,273.44,262.76,250.4,259.1
MYD21A2_006_LST_Night_1KM_doy2005361_aid0001,LST_Night_1KM,aid0001,2005-12-27,16351.0,238.1,276.68,"(238.1,276.68)",262.2170632,6.9705902,48.5891273,266.56,276.68,260.96,244.18,257.04
MYD21A2_006_LST_Night_1KM_doy2006001_aid0001,LST_Night_1KM,aid0001,2006-01-01,23277.0,232.56,276.74,"(232.56,276.74)",263.478358,6.0440893,36.5310151,269.16,276.74,263.02,244.96,259.26
MYD21A2_006_LST_Night_1KM_doy2006009_aid0001,LST_Night_1KM,aid0001,2006-01-09,29881.0,233.6,276.12,"(233.6,276.12)",262.2368836,4.1810047,17.4808,265.36,274.58,261.46,250.04,259.2
MYD21A2_006_LST_Night_1KM_doy2006017_aid0001,LST_Night_1KM,aid0001,2006-01-17,28195.0,243.6,274.42,"(243.6,274.42)",257.3593637,3.6183399,13.0923836,259.22,265.42,256.88,248.9,255.08
MYD21A2_006_LST_Night_1KM_doy2006025_aid0001,LST_Night_1KM,aid0001,2006-01-25,25402.0,230.32,273.12,"(230.32,273.12)",258.5528006,5.5300115,30.5810277,262.155,270.64,259.54,247.42,256.26
MYD21A2_006_LST_Night_1KM_doy2006033_aid0001,LST_Night_1KM,aid0001,2006-02-02,30214.0,242.38,276.3,"(242.38,276.3)",261.8973516,4.5388018,20.6007221,265.62,276.3,261.2,247.5,258.34
MYD21A2_006_LST_Night_1KM_doy2006041_aid0001,LST_Night_1KM,aid0001,2006-02-10,30784.0,248.08,276.62,"(248.08,276.62)",261.2991937,5.1738929,26.769168,265.96,276.62,260.16,248.08,257.34
MYD21A2_006_LST_Night_1KM_doy2006049_aid0001,LST_Night_1KM,aid0001,2006-02-18,29728.0,242.76,277.54,"(242.76,277.54)",260.2454057,5.481663,30.048629,264.16,276.1,259.18,244.22,256.18
MYD21A2_006_LST_Night_1KM_doy2006057_aid0001,LST_Night_1KM,aid0001,2006-02-26,36201.0,249.68,280.9,"(249.68,280.9)",268.4048722,5.2523746,27.5874386,272.28,280.9,268.12,252.28,264.24
MYD21A2_006_LST_Night_1KM_doy2006065_aid0001,LST_Night_1KM,aid0001,2006-03-06,23614.0,228.1,280.7,"(228.1,280.7)",266.9275354,7.0679475,49.9558822,272.88,280.7,266.7,245.58,261.62
MYD21A2_006_LST_Night_1KM_doy2006073_aid0001,LST_Night_1KM,aid0001,2006-03-14,22250.0,230.84,278.08,"(230.84,278.08)",258.0786013,7.1319175,50.8642473,262.42,275.34,257.14,240.88,253.8
MYD21A2_006_LST_Night_1KM_doy2006081_aid0001,LST_Night_1KM,aid0001,2006-03-22,27776.0,228.4,281.88,"(228.4,281.88)",263.0242569,8.4704996,71.7493634,268.22,281.88,263.5,244.88,258.88
MYD21A2_006_LST_Night_1KM_doy2006089_aid0001,LST_Night_1KM,aid0001,2006-03-30,29272.0,253.12,370.98,"(253.12,370.98)",269.6646222,7.5684232,57.281029,275.6,293.34,269.0,253.12,263.44
MYD21A2_006_LST_Night_1KM_doy2006097_aid0001,LST_Night_1KM,aid0001,2006-04-07,37817.0,240.22,287.5,"(240.22,287.5)",275.1140365,5.7737127,33.3357586,279.1,287.5,275.8,258.6,270.9
MYD21A2_006_LST_Night_1KM_doy2006105_aid0001,LST_Night_1KM,aid0001,2006-04-15,37863.0,255.18,307.84,"(255.18,307.84)",273.4906162,5.5721754,31.0491382,276.48,285.36,273.7,259.78,269.78
MYD21A2_006_LST_Night_1KM_doy2006113_aid0001,LST_Night_1KM,aid0001,2006-04-23,37885.0,226.7,303.7,"(226.7,303.7)",275.077069,7.1149131,50.6219884,279.4,290.42,275.02,256.84,270.32
MYD21A2_006_LST_Night_1KM_doy2006121_aid0001,LST_Night_1KM,aid0001,2006-05-01,37703.0,247.48,312.16,"(247.48,312.16)",276.7950656,5.4939471,30.1834548,279.2,288.44,275.44,264.66,273.04
MYD21A2_006_LST_Night_1KM_doy2006129_aid0001,LST_Night_1KM,aid0001,2006-05-09,38243.0,263.94,300.2,"(263.94,300.2)",278.6611092,5.0730313,25.7356462,280.9,289.6,277.24,266.52,275.1
MYD21A2_006_LST_Night_1KM_doy2006137_aid0001,LST_Night_1KM,aid0001,2006-05-17,38482.0,245.8,307.16,"(245.8,307.16)",282.3764643,5.2629463,27.698604,285.58,295.76,281.22,268.4,278.58
MYD21A2_006_LST_Night_1KM_doy2006145_aid0001,LST_Night_1KM,aid0001,2006-05-25,38527.0,262.04,302.24,"(262.04,302.24)",280.0589109,5.0011291,25.0112923,281.84,289.54,278.84,269.02,276.7
MYD21A2_006_LST_Night_1KM_doy2006153_aid0001,LST_Night_1KM,aid0001,2006-06-02,38635.0,272.78,333.82,"(272.78,333.82)",285.3466225,5.2490957,27.5530059,288.58,298.78,284.42,272.78,281.68
MYD21A2_006_LST_Night_1KM_doy2006161_aid0001,LST_Night_1KM,aid0001,2006-06-10,38626.0,265.16,305.92,"(265.16,305.92)",283.4014705,5.0668639,25.6731102,286.46,296.48,281.9,271.2,279.44
MYD21A2_006_LST_Night_1KM_doy2006169_aid0001,LST_Night_1KM,aid0001,2006-06-18,38646.0,274.0,306.7,"(274.0,306.7)",284.7766931,5.1124449,26.137093,287.82,297.26,283.66,274.0,280.88
MYD21A2_006_LST_Night_1KM_doy2006177_aid0001,LST_Night_1KM,aid0001,2006-06-26,38646.0,275.62,312.06,"(275.62,312.06)",286.3719645,5.1792608,26.8247419,289.56,299.84,284.9,275.62,282.38
MYD21A2_006_LST_Night_1KM_doy2006185_aid0001,LST_Night_1KM,aid0001,2006-07-04,37442.0,275.62,299.9,"(275.62,299.9)",286.8952647,5.4153035,29.3255117,290.34,299.9,285.74,275.62,282.56
MYD21A2_006_LST_Night_1KM_doy2006193_aid0001,LST_Night_1KM,aid0001,2006-07-12,38646.0,278.04,309.56,"(278.04,309.56)",288.9870496,4.9438933,24.4420814,292.22,301.44,287.9,278.04,285.16
MYD21A2_006_LST_Night_1KM_doy2006201_aid0001,LST_Night_1KM,aid0001,2006-07-20,38646.0,280.46,304.06,"(280.46,304.06)",290.4884666,4.7832381,22.8793667,293.58,303.5,289.38,280.46,286.82
MYD21A2_006_LST_Night_1KM_doy2006209_aid0001,LST_Night_1KM,aid0001,2006-07-28,38646.0,276.98,322.2,"(276.98,322.2)",287.8642643,5.4430857,29.6271824,291.06,302.18,286.64,276.98,283.64
MYD21A2_006_LST_Night_1KM_doy2006217_aid0001,LST_Night_1KM,aid0001,2006-08-05,38646.0,275.8,298.92,"(275.8,298.92)",287.2453449,4.9102918,24.1109654,290.7,298.92,286.22,275.8,283.36
MYD21A2_006_LST_Night_1KM_doy2006225_aid0001,LST_Night_1KM,aid0001,2006-08-13,38646.0,274.34,307.58,"(274.34,307.58)",286.3638954,4.9719194,24.7199825,289.6,298.82,285.36,274.34,282.5
MYD21A2_006_LST_Night_1KM_doy2006233_aid0001,LST_Night_1KM,aid0001,2006-08-21,38646.0,274.46,297.58,"(274.46,297.58)",285.6408094,4.770972,22.7621741,288.82,297.58,284.74,274.46,281.78
MYD21A2_006_LST_Night_1KM_doy2006241_aid0001,LST_Night_1KM,aid0001,2006-08-29,38639.0,273.86,304.78,"(273.86,304.78)",284.1064158,4.5614187,20.8065402,286.44,294.78,283.18,273.86,280.88
MYD21A2_006_LST_Night_1KM_doy2006249_aid0001,LST_Night_1KM,aid0001,2006-09-06,38598.0,274.68,309.36,"(274.68,309.36)",283.6304508,4.8144942,23.1793546,286.36,295.98,282.54,274.68,279.94
MYD21A2_006_LST_Night_1KM_doy2006257_aid0001,LST_Night_1KM,aid0001,2006-09-14,38497.0,266.18,313.48,"(266.18,313.48)",278.7340291,4.6927399,22.0218081,280.34,287.36,277.74,268.78,275.64
MYD21A2_006_LST_Night_1KM_doy2006265_aid0001,LST_Night_1KM,aid0001,2006-09-22,38645.0,267.0,290.18,"(267.0,290.18)",277.5938652,4.2150764,17.7668692,279.5,286.88,276.48,267.48,274.58
MYD21A2_006_LST_Night_1KM_doy2006273_aid0001,LST_Night_1KM,aid0001,2006-09-30,38204.0,259.98,321.86,"(259.98,321.86)",278.7642006,4.8391818,23.4176805,280.9,289.06,277.4,267.3,275.46
MYD21A2_006_LST_Night_1KM_doy2006281_aid0001,LST_Night_1KM,aid0001,2006-10-08,38463.0,265.8,301.08,"(265.8,301.08)",275.9092265,4.4008906,19.367838,277.63,284.92,274.46,265.8,272.76
MYD21A2_006_LST_Night_1KM_doy2006289_aid0001,LST_Night_1KM,aid0001,2006-10-16,31886.0,258.86,286.18,"(258.86,286.18)",272.4683046,4.7326041,22.3975418,273.8,280.84,271.54,262.06,269.1
MYD21A2_006_LST_Night_1KM_doy2006297_aid0001,LST_Night_1KM,aid0001,2006-10-24,37694.0,260.62,284.5,"(260.62,284.5)",273.0907672,3.5497891,12.6010024,274.18,279.16,272.28,265.94,270.86
MYD21A2_006_LST_Night_1KM_doy2006305_aid0001,LST_Night_1KM,aid0001,2006-11-01,36553.0,257.3,318.86,"(257.3,318.86)",274.1151878,4.5759805,20.9395974,276.22,284.06,273.62,263.12,270.98
MYD21A2_006_LST_Night_1KM_doy2006313_aid0001,LST_Night_1KM,aid0001,2006-11-09,26818.0,246.34,283.6,"(246.34,283.6)",272.1029756,5.613089,31.5067687,275.02,283.56,272.54,260.84,269.32
MYD21A2_006_LST_Night_1KM_doy2006321_aid0001,LST_Night_1KM,aid0001,2006-11-17,34489.0,258.28,297.18,"(258.28,297.18)",271.6290707,4.3687575,19.0860419,274.12,282.74,271.74,259.7,268.32
MYD21A2_006_LST_Night_1KM_doy2006329_aid0001,LST_Night_1KM,aid0001,2006-11-25,25283.0,239.76,323.26,"(239.76,323.26)",261.1984535,7.1015075,50.431409,266.08,279.96,261.66,239.76,254.96
MYD21A2_006_LST_Night_1KM_doy2006337_aid0001,LST_Night_1KM,aid0001,2006-12-03,30066.0,242.24,278.08,"(242.24,278.08)",263.9226661,4.4400153,19.7137362,266.68,275.16,263.68,252.54,261.02
MYD21A2_006_LST_Night_1KM_doy2006345_aid0001,LST_Night_1KM,aid0001,2006-12-11,12794.0,227.06,273.1,"(227.06,273.1)",255.9062013,7.3428425,53.9173362,260.635,271.42,257.52,242.0,253.18
MYD21A2_006_LST_Night_1KM_doy2006353_aid0001,LST_Night_1KM,aid0001,2006-12-19,26084.0,245.26,275.48,"(245.26,275.48)",257.788879,3.912095,15.3044875,259.7,266.44,257.48,248.48,255.2
MYD21A2_006_LST_Night_1KM_doy2006361_aid0001,LST_Night_1KM,aid0001,2006-12-27,30377.0,245.02,275.36,"(245.02,275.36)",261.5670165,4.1954154,17.6015108,263.94,271.08,261.26,251.94,259.14
MYD21A2_006_LST_Night_1KM_doy2007001_aid0001,LST_Night_1KM,aid0001,2007-01-01,29255.0,246.92,278.54,"(246.92,278.54)",258.0999173,4.1583483,17.2918608,260.26,267.68,257.44,247.86,255.3
MYD21A2_006_LST_Night_1KM_doy2007009_aid0001,LST_Night_1KM,aid0001,2007-01-09,30027.0,243.32,274.52,"(243.32,274.52)",255.7587212,4.778442,22.833508,258.48,267.42,255.02,243.58,252.52
MYD21A2_006_LST_Night_1KM_doy2007017_aid0001,LST_Night_1KM,aid0001,2007-01-17,30434.0,245.68,270.22,"(245.68,270.22)",256.0912907,3.2107319,10.3087995,258.42,264.9,256.4,247.58,254.08
MYD21A2_006_LST_Night_1KM_doy2007025_aid0001,LST_Night_1KM,aid0001,2007-01-25,34476.0,249.96,272.04,"(249.96,272.04)",260.7532069,3.1763827,10.0894069,263.04,269.38,261.04,252.44,258.8
MYD21A2_006_LST_Night_1KM_doy2007033_aid0001,LST_Night_1KM,aid0001,2007-02-02,32246.0,252.74,273.44,"(252.74,273.44)",263.9139329,3.0226954,9.1366877,266.02,272.24,263.8,255.62,261.86
MYD21A2_006_LST_Night_1KM_doy2007041_aid0001,LST_Night_1KM,aid0001,2007-02-10,22488.0,250.9,278.92,"(250.9,278.92)",263.7240128,4.4941872,20.1977185,266.96,276.98,263.06,250.9,260.28
MYD21A2_006_LST_Night_1KM_doy2007049_aid0001,LST_Night_1KM,aid0001,2007-02-18,32889.0,251.62,332.3,"(251.62,332.3)",267.5547825,5.0010701,25.010702,271.52,278.04,267.76,251.62,263.44
MYD21A2_006_LST_Night_1KM_doy2007057_aid0001,LST_Night_1KM,aid0001,2007-02-26,27847.0,238.02,276.16,"(238.02,276.16)",256.6784106,5.97695,35.7239312,260.6,272.62,255.24,240.8,252.58
MYD21A2_006_LST_Night_1KM_doy2007065_aid0001,LST_Night_1KM,aid0001,2007-03-06,33760.0,236.36,381.16,"(236.36,381.16)",269.2754722,5.6728006,32.180667,272.16,282.08,268.89,255.62,265.54
MYD21A2_006_LST_Night_1KM_doy2007073_aid0001,LST_Night_1KM,aid0001,2007-03-14,38541.0,263.18,310.7,"(263.18,310.7)",274.3498819,5.0480208,25.4825138,277.12,286.96,273.3,263.18,270.56
MYD21A2_006_LST_Night_1KM_doy2007081_aid0001,LST_Night_1KM,aid0001,2007-03-22,37823.0,235.96,287.58,"(235.96,287.58)",274.0948227,5.0157613,25.1578618,277.14,286.4,273.96,261.7,270.96
MYD21A2_006_LST_Night_1KM_doy2007089_aid0001,LST_Night_1KM,aid0001,2007-03-30,34965.0,245.8,323.18,"(245.8,323.18)",273.4004873,6.6422288,44.119203,277.58,286.88,273.76,257.38,269.5
MYD21A2_006_LST_Night_1KM_doy2007097_aid0001,LST_Night_1KM,aid0001,2007-04-07,37677.0,233.82,330.2,"(233.82,330.2)",272.5540914,5.6600444,32.036103,274.96,283.18,271.68,261.26,269.48
MYD21A2_006_LST_Night_1KM_doy2007105_aid0001,LST_Night_1KM,aid0001,2007-04-15,34172.0,242.82,336.0,"(242.82,336.0)",274.6823077,5.7876909,33.4973664,278.64,288.54,274.84,261.24,271.68
MYD21A2_006_LST_Night_1KM_doy2007113_aid0001,LST_Night_1KM,aid0001,2007-04-23,38276.0,259.38,290.74,"(259.38,290.74)",276.8980238,4.7092506,22.1770409,278.945,286.68,275.74,266.08,273.78
MYD21A2_006_LST_Night_1KM_doy2007121_aid0001,LST_Night_1KM,aid0001,2007-05-01,37170.0,233.16,290.62,"(233.16,290.62)",277.3235873,5.0181233,25.1815617,279.04,285.94,275.92,267.54,274.44
MYD21A2_006_LST_Night_1KM_doy2007129_aid0001,LST_Night_1KM,aid0001,2007-05-09,38590.0,267.5,292.34,"(267.5,292.34)",280.3763607,4.6729019,21.8360124,283.24,292.34,279.2,267.5,276.86
MYD21A2_006_LST_Night_1KM_doy2007137_aid0001,LST_Night_1KM,aid0001,2007-05-17,38268.0,260.72,343.16,"(260.72,343.16)",279.6069923,5.708789,32.5902717,282.12,291.66,278.32,266.48,275.76
MYD21A2_006_LST_Night_1KM_doy2007145_aid0001,LST_Night_1KM,aid0001,2007-05-25,38523.0,268.42,309.2,"(268.42,309.2)",278.6303912,5.4279405,29.4625382,281.46,291.86,277.06,268.42,274.52
MYD21A2_006_LST_Night_1KM_doy2007153_aid0001,LST_Night_1KM,aid0001,2007-06-02,38465.0,269.76,317.24,"(269.76,317.24)",281.6571782,5.5162789,30.4293332,284.76,295.42,279.96,269.76,277.56
MYD21A2_006_LST_Night_1KM_doy2007161_aid0001,LST_Night_1KM,aid0001,2007-06-10,38646.0,273.06,314.24,"(273.06,314.24)",284.9241557,4.9404491,24.4080369,288.36,298.74,283.94,273.06,281.02
MYD21A2_006_LST_Night_1KM_doy2007169_aid0001,LST_Night_1KM,aid0001,2007-06-18,38646.0,274.24,303.04,"(274.24,303.04)",285.9145029,4.8976364,23.9868419,289.26,299.8,284.96,274.24,282.16
MYD21A2_006_LST_Night_1KM_doy2007177_aid0001,LST_Night_1KM,aid0001,2007-06-26,38646.0,273.78,304.2,"(273.78,304.2)",286.7242338,4.8404601,23.4300544,289.88,298.9,285.88,273.78,283.1
MYD21A2_006_LST_Night_1KM_doy2007185_aid0001,LST_Night_1KM,aid0001,2007-07-04,38646.0,276.72,307.48,"(276.72,307.48)",288.951683,4.9606709,24.6082561,292.04,301.3,287.82,276.72,285.12
MYD21A2_006_LST_Night_1KM_doy2007193_aid0001,LST_Night_1KM,aid0001,2007-07-12,38646.0,279.3,312.86,"(279.3,312.86)",289.9563443,4.7862925,22.9085957,293.46,301.2,289.02,279.3,286.22
MYD21A2_006_LST_Night_1KM_doy2007201_aid0001,LST_Night_1KM,aid0001,2007-07-20,38153.0,277.56,312.62,"(277.56,312.62)",289.8181674,4.6451476,21.577396,292.78,302.38,288.9,277.56,286.38
MYD21A2_006_LST_Night_1KM_doy2007209_aid0001,LST_Night_1KM,aid0001,2007-07-28,38646.0,279.08,347.22,"(279.08,347.22)",289.8967919,5.5176793,30.4447848,292.9,303.04,288.54,279.08,285.9
MYD21A2_006_LST_Night_1KM_doy2007217_aid0001,LST_Night_1KM,aid0001,2007-08-05,38646.0,275.64,307.38,"(275.64,307.38)",288.2878637,4.8661126,23.6790517,291.34,301.38,287.42,275.64,284.52
MYD21A2_006_LST_Night_1KM_doy2007225_aid0001,LST_Night_1KM,aid0001,2007-08-13,38621.0,277.72,301.34,"(277.72,301.34)",288.9143259,4.6828604,21.9291811,292.48,301.34,288.54,277.72,285.02
MYD21A2_006_LST_Night_1KM_doy2007233_aid0001,LST_Night_1KM,aid0001,2007-08-21,38646.0,275.32,298.58,"(275.32,298.58)",286.4796025,4.702993,22.1181434,289.42,298.58,285.52,275.32,282.84
MYD21A2_006_LST_Night_1KM_doy2007241_aid0001,LST_Night_1KM,aid0001,2007-08-29,38640.0,275.92,317.82,"(275.92,317.82)",287.5944306,5.0572962,25.5762444,290.98,301.78,286.42,275.92,283.76
MYD21A2_006_LST_Night_1KM_doy2007249_aid0001,LST_Night_1KM,aid0001,2007-09-06,38646.0,271.92,304.4,"(271.92,304.4)",282.5825395,4.9578734,24.5805088,285.0,294.12,281.34,271.92,278.92
MYD21A2_006_LST_Night_1KM_doy2007257_aid0001,LST_Night_1KM,aid0001,2007-09-14,38637.0,271.82,303.78,"(271.82,303.78)",282.1833895,4.6883239,21.9803809,284.92,294.3,281.32,271.82,278.66
MYD21A2_006_LST_Night_1KM_doy2007265_aid0001,LST_Night_1KM,aid0001,2007-09-22,38645.0,264.12,315.42,"(264.12,315.42)",277.8247199,4.8849965,23.8631904,279.62,287.3,276.54,267.12,274.5
MYD21A2_006_LST_Night_1KM_doy2007273_aid0001,LST_Night_1KM,aid0001,2007-09-30,38569.0,268.88,300.62,"(268.88,300.62)",278.4767585,3.3396842,11.1534907,279.6,284.48,277.96,271.46,276.34
MYD21A2_006_LST_Night_1KM_doy2007281_aid0001,LST_Night_1KM,aid0001,2007-10-08,38525.0,265.8,287.82,"(265.8,287.82)",276.6701358,3.7969122,14.4165425,278.64,285.72,275.68,267.0,273.92
MYD21A2_006_LST_Night_1KM_doy2007289_aid0001,LST_Night_1KM,aid0001,2007-10-16,23521.0,251.74,316.42,"(251.74,316.42)",273.951332,4.8880081,23.8926229,275.36,281.5,273.24,265.12,271.26
MYD21A2_006_LST_Night_1KM_doy2007297_aid0001,LST_Night_1KM,aid0001,2007-10-24,38543.0,233.5,285.66,"(233.5,285.66)",275.6346958,3.4304145,11.7677435,277.4,283.34,275.14,267.52,273.44
MYD21A2_006_LST_Night_1KM_doy2007305_aid0001,LST_Night_1KM,aid0001,2007-11-01,38369.0,262.24,294.0,"(262.24,294.0)",272.3200646,4.1779006,17.4548534,273.92,280.16,271.64,263.52,269.76
MYD21A2_006_LST_Night_1KM_doy2007313_aid0001,LST_Night_1KM,aid0001,2007-11-09,36811.0,263.02,283.86,"(263.02,283.86)",272.6304637,3.6688283,13.4603011,273.76,278.8,272.06,265.36,270.4
MYD21A2_006_LST_Night_1KM_doy2007321_aid0001,LST_Night_1KM,aid0001,2007-11-17,38030.0,257.66,285.7,"(257.66,285.7)",271.4849282,4.2771097,18.2936672,274.06,282.48,271.14,260.56,268.4
MYD21A2_006_LST_Night_1KM_doy2007329_aid0001,LST_Night_1KM,aid0001,2007-11-25,24728.0,250.38,280.06,"(250.38,280.06)",264.8060199,4.6110778,21.2620381,266.9,274.1,264.44,254.9,262.1
MYD21A2_006_LST_Night_1KM_doy2007337_aid0001,LST_Night_1KM,aid0001,2007-12-03,19062.0,233.04,275.9,"(233.04,275.9)",269.2979687,3.7028569,13.711149,271.66,275.9,270.16,263.22,268.28
MYD21A2_006_LST_Night_1KM_doy2007345_aid0001,LST_Night_1KM,aid0001,2007-12-11,25832.0,246.6,277.0,"(246.6,277.0)",257.6718001,3.6161735,13.0767106,259.62,266.04,257.36,248.88,255.32
MYD21A2_006_LST_Night_1KM_doy2007353_aid0001,LST_Night_1KM,aid0001,2007-12-19,18917.0,232.5,276.44,"(232.5,276.44)",255.9372173,5.0821143,25.8278862,258.86,267.78,256.38,243.08,252.54
MYD21A2_006_LST_Night_1KM_doy2007361_aid0001,LST_Night_1KM,aid0001,2007-12-27,25379.0,238.6,274.16,"(238.6,274.16)",255.0610725,4.2738721,18.2659828,257.88,266.54,254.88,243.38,252.06
MYD21A2_006_LST_Night_1KM_doy2008001_aid0001,LST_Night_1KM,aid0001,2008-01-01,28191.0,241.5,273.76,"(241.5,273.76)",255.2634983,4.5010757,20.2596824,258.38,267.56,255.12,243.04,252.24
MYD21A2_006_LST_Night_1KM_doy2008009_aid0001,LST_Night_1KM,aid0001,2008-01-09,26995.0,227.1,272.86,"(227.1,272.86)",254.5012936,4.955777,24.5597259,257.52,266.0,254.34,243.38,251.86
MYD21A2_006_LST_Night_1KM_doy2008017_aid0001,LST_Night_1KM,aid0001,2008-01-17,29125.0,226.52,269.34,"(226.52,269.34)",251.9798805,5.8888426,34.6784667,255.64,264.88,252.94,240.24,249.48
MYD21A2_006_LST_Night_1KM_doy2008025_aid0001,LST_Night_1KM,aid0001,2008-01-25,26617.0,225.12,274.84,"(225.12,274.84)",253.0658068,10.7070212,114.6403021,261.6,274.84,255.9,225.12,245.44
MYD21A2_006_LST_Night_1KM_doy2008033_aid0001,LST_Night_1KM,aid0001,2008-02-02,27845.0,244.06,273.32,"(244.06,273.32)",257.6135083,4.2502888,18.0649552,260.46,268.98,257.2,246.28,254.78
MYD21A2_006_LST_Night_1KM_doy2008041_aid0001,LST_Night_1KM,aid0001,2008-02-10,29757.0,232.38,429.84,"(232.38,429.84)",260.0585449,6.2173541,38.6554916,261.52,268.06,259.2,250.58,257.14
MYD21A2_006_LST_Night_1KM_doy2008049_aid0001,LST_Night_1KM,aid0001,2008-02-18,29795.0,244.96,288.34,"(244.96,288.34)",260.4599396,3.9511799,15.6118224,262.58,269.36,260.06,251.18,258.02
MYD21A2_006_LST_Night_1KM_doy2008057_aid0001,LST_Night_1KM,aid0001,2008-02-26,35669.0,250.56,279.5,"(250.56,279.5)",265.9757145,5.7254801,32.7811221,270.28,279.5,265.06,250.56,261.14
MYD21A2_006_LST_Night_1KM_doy2008065_aid0001,LST_Night_1KM,aid0001,2008-03-05,32067.0,251.18,297.86,"(251.18,297.86)",264.5999532,5.0016725,25.0167276,268.42,279.92,263.18,251.18,260.64
MYD21A2_006_LST_Night_1KM_doy2008073_aid0001,LST_Night_1KM,aid0001,2008-03-13,34570.0,225.52,280.26,"(225.52,280.26)",263.798092,7.6752878,58.9100422,268.66,280.26,262.62,245.64,259.44
MYD21A2_006_LST_Night_1KM_doy2008081_aid0001,LST_Night_1KM,aid0001,2008-03-21,34757.0,250.56,324.34,"(250.56,324.34)",267.7795868,6.3347001,40.128426,271.48,282.02,267.5,250.56,262.9
